date,store_id,product_id,sales,is_anomaly,impressions,discount(%),day_of_week
2024-09-10,4,3,1170.79,0,9390,5,1
2024-01-25,6,1,1300.06,0,8665,0,3
2024-01-22,7,19,1635.28,0,10015,20,0
2024-08-24,10,6,1295.71,0,10865,10,5
2024-05-30,1,3,1753.49,0,13517,5,3
2024-06-20,3,7,1898.82,0,10556,0,3
2024-01-17,6,17,315.34,1,10921,20,2
2024-05-26,1,11,810.02,0,10340,10,6
2024-02-21,3,14,1482.67,0,13012,15,2
2024-11-10,2,13,2093.08,0,6665,15,6
2024-01-16,7,9,952.0,0,7982,15,1
2024-04-22,10,20,785.14,0,9201,0,0
2024-07-29,4,8,1031.94,0,6507,0,0
2024-01-14,8,4,1912.3,0,10058,10,6
2024-12-13,4,12,2480.18,0,5628,15,4
2024-01-19,1,1,1204.5,0,15198,10,4
2024-03-11,5,1,143.19,1,5538,5,0
2024-05-24,10,5,757.34,0,15908,0,4
2024-04-17,1,18,1345.87,0,13343,10,2
2024-10-04,7,6,1038.93,0,11657,0,4
2024-10-21,8,14,956.7,0,3942,5,0
2024-05-08,5,11,786.28,0,14480,10,2
2024-04-15,10,5,634.82,0,10028,15,0
2024-07-31,3,10,986.01,0,13959,0,2
2024-02-19,1,5,1184.76,0,6474,10,0
2024-12-22,5,20,2384.99,0,7529,20,6
2024-05-07,6,19,545.24,0,8824,20,1
2024-08-09,4,14,623.5,0,9364,5,4
2024-05-09,7,10,1346.99,0,13043,5,3
2024-04-08,10,1,1547.84,0,7009,20,0
2024-11-12,4,20,2572.02,0,3821,20,1
2024-03-11,1,10,1929.84,0,10563,0,0
2024-02-21,2,11,980.49,0,11491,10,2
2024-01-16,7,4,796.47,1,8511,10,1
2024-11-22,8,5,1505.45,0,7604,20,4
2024-04-07,1,16,1752.94,0,2613,15,6
2024-02-29,9,20,1279.81,0,8665,0,3
2024-05-16,2,13,1348.84,0,7614,0,3
2024-01-14,3,10,1122.88,0,8336,10,6
2024-05-20,10,9,790.81,0,11162,5,0
2024-12-19,7,1,2303.61,0,6521,10,3
2024-02-11,2,12,852.46,0,8720,20,6
2024-03-05,6,7,1382.55,0,10129,20,1
2024-07-15,5,11,868.24,0,9046,15,0
2024-01-16,2,19,1252.72,0,12994,5,1
2024-09-21,6,15,1661.72,0,7739,15,5
2024-04-22,5,13,1137.58,0,10977,0,0
2024-03-21,7,2,1348.11,0,10616,10,3
2024-06-29,6,2,1383.36,0,7139,10,5
2024-12-16,3,19,2575.41,0,14912,20,0
2024-03-10,6,3,2493.62,0,12638,20,6
2024-04-25,3,4,913.07,0,12181,5,3
2024-06-14,5,20,1483.0,0,12906,10,4
2024-03-17,9,7,870.83,0,7827,5,6
2024-07-16,6,2,1272.94,0,14298,0,1
2024-04-03,8,3,1598.82,0,8349,10,2
2024-07-16,9,5,1471.54,0,17129,20,1
2024-11-10,7,8,1582.21,0,7178,0,6
2024-11-16,7,15,2246.59,0,6430,0,5
2024-08-11,4,18,1796.78,0,9268,15,6
2024-01-26,6,4,1204.56,0,9436,10,4
2024-11-12,8,2,562.94,0,13607,5,1
2024-06-18,1,13,799.96,0,6148,20,1
2024-07-31,6,6,1691.17,0,8001,0,2
2024-04-10,3,5,0.0,1,8528,5,2
2024-09-15,4,4,2073.79,0,11312,15,6
2024-06-30,5,6,2494.11,0,10064,0,6
2024-03-21,9,15,1301.82,0,15714,10,3
2024-06-11,5,2,690.63,0,6352,10,1
2024-06-03,5,17,1996.47,0,8842,15,0
2024-02-21,10,17,592.3,0,14858,15,2
2024-03-17,2,16,2161.7,0,9428,10,6
2024-04-19,6,18,1061.59,0,14667,10,4
2024-04-07,6,15,1647.97,0,12858,0,6
2024-01-12,6,5,1414.9,0,15007,0,4
2024-03-04,2,20,1669.5,0,4842,10,0
2024-07-20,5,6,2215.48,0,7763,20,5
2024-07-07,1,13,805.67,0,6794,5,6
2024-12-11,8,20,0.0,1,7599,15,2
2024-01-29,1,4,961.41,0,4537,20,0
2024-04-14,9,2,1625.59,0,8843,0,6
2024-01-03,5,16,1256.9,0,12411,15,2
2024-10-14,5,10,1264.63,0,11810,15,0
2024-03-14,7,6,898.98,0,5371,0,3
2024-09-23,1,4,857.62,0,15029,5,0
2024-09-24,4,2,541.73,0,6009,0,1
2024-09-30,5,13,1305.0,0,14026,20,0
2024-08-14,5,13,1190.66,0,4635,0,2
2024-11-13,1,6,2029.6,0,15096,20,2
2024-03-14,7,4,1792.69,0,6547,5,3
2024-08-31,8,17,1367.06,0,7290,10,5
2024-04-21,8,13,574.4,0,10104,15,6
2024-09-06,6,11,1636.31,0,13318,10,4
2024-02-26,4,6,1368.88,0,9221,20,0
2024-08-28,1,13,698.44,0,13974,0,2
2024-01-29,10,20,575.83,0,9553,10,0
2024-02-04,7,12,906.98,0,13896,15,6
2024-01-16,3,10,846.77,0,9453,20,1
2024-02-15,3,18,940.46,0,5647,0,3
2024-05-07,1,4,1057.11,0,13126,5,1
2024-07-25,9,17,732.84,0,10765,5,3
2024-06-29,4,6,1423.32,0,15866,5,5
2024-08-21,2,7,1030.74,0,10020,10,2
2024-04-10,1,20,1861.83,0,11133,5,2
2024-11-03,2,19,1847.58,0,6562,5,6
2024-12-15,1,8,2668.25,0,7900,0,6
2024-06-08,8,14,1245.42,0,6313,15,5
2024-02-14,1,2,820.24,0,12791,10,2
2024-03-03,10,19,1497.87,0,13162,15,6
2024-10-24,10,16,1594.35,0,8947,10,3
2024-10-08,8,2,302.68,1,16900,20,1
2024-10-07,5,16,1254.7,0,10739,10,0
2024-11-06,3,2,1898.34,0,6791,10,2
2024-07-12,3,18,978.18,0,6241,10,4
2024-11-02,3,7,2584.75,0,8926,5,5
2024-10-02,7,11,1362.14,0,8336,5,2
2024-09-04,7,11,367.98,1,12274,5,2
2024-06-02,6,3,2521.34,0,7271,0,6
2024-12-25,3,12,2121.06,0,7450,10,2
2024-02-14,9,9,1029.0,0,7881,15,2
2024-06-07,9,5,1483.41,0,9789,5,4
2024-02-14,5,6,2062.63,0,8413,5,2
2024-02-05,10,5,770.87,0,12497,10,0
2024-04-09,3,8,1455.26,0,7645,15,1
2024-12-30,3,4,1329.28,0,7625,15,0
2024-06-22,4,11,654.61,0,10843,0,5
2024-08-09,9,20,1211.43,0,7572,20,4
2024-01-13,6,4,1326.52,0,12657,15,5
2024-09-01,8,8,1363.12,0,11306,15,6
2024-09-28,8,12,1640.69,0,14720,20,5
2024-10-11,8,5,1261.33,0,7378,0,4
2024-06-21,8,7,1513.41,0,7605,20,4
2024-05-16,3,2,0.0,1,8767,10,3
2024-06-09,1,12,1594.43,0,15561,0,6
2024-05-11,7,10,1761.79,0,3953,10,5
2024-02-07,9,16,1430.16,0,10585,15,2
2024-11-04,10,20,963.27,0,9624,0,0
2024-02-20,6,8,581.85,0,12821,20,1
2024-01-20,1,14,2208.18,0,7968,15,5
2024-02-10,6,11,2423.93,0,9682,5,5
2024-07-05,10,8,836.48,0,7115,20,4
2024-04-19,9,7,879.86,0,11412,15,4
2024-03-22,10,3,2017.99,0,11849,15,4
2024-08-30,4,9,1244.86,0,9331,20,4
2024-05-20,10,3,2065.89,0,10889,15,0
2024-11-08,8,8,1367.9,0,11958,5,4
2024-11-25,8,2,764.18,0,5653,10,0
2024-01-28,1,11,278.46,1,8260,15,6
2024-12-03,8,16,2256.12,0,10455,15,1
2024-08-17,2,3,2309.24,0,13399,15,5
2024-08-03,2,4,954.05,0,8670,20,5
2024-10-17,5,17,2266.4,0,5530,20,3
2024-12-30,9,2,1436.51,0,7726,20,0
2024-01-04,4,11,537.18,0,12466,20,3
2024-08-31,4,14,736.4,0,7793,20,5
2024-01-06,2,11,946.73,0,12018,0,5
2024-12-18,1,15,2534.83,0,12391,0,2
2024-12-08,2,18,1550.82,0,9495,0,6
2024-08-01,4,9,924.99,0,11693,15,3
2024-02-09,4,2,573.05,0,16539,5,4
2024-03-18,2,16,1577.56,0,7014,10,0
2024-04-15,4,9,0.0,1,10536,15,0
2024-05-20,6,17,1022.08,0,10635,20,0
2024-06-10,7,8,955.47,0,14557,0,0
2024-08-30,2,11,1030.31,0,15461,20,4
2024-01-15,5,4,1665.72,0,6603,10,0
2024-04-12,7,11,1392.49,0,14150,15,4
2024-03-23,5,4,1732.84,0,11388,0,5
2024-08-07,8,1,591.28,0,1497,0,2
2024-08-09,1,6,1452.67,0,16257,10,4
2024-09-30,2,19,1013.15,0,13736,0,0
2024-10-16,10,3,1873.69,0,9552,15,2
2024-11-04,5,16,1639.66,0,9976,0,0
2024-03-17,6,20,754.84,0,11246,5,6
2024-12-04,6,10,1830.42,0,13031,15,2
2024-05-01,7,10,1534.75,0,8181,20,2
2024-03-15,4,4,1542.17,0,15272,5,4
2024-06-18,4,17,173.09,1,11521,5,1
2024-07-31,7,2,1350.33,0,10467,15,2
2024-08-03,9,13,841.7,0,11187,0,5
2024-11-09,7,5,2693.43,0,3990,5,5
2024-05-06,6,6,1789.72,0,9839,10,0
2024-10-30,3,5,1222.25,0,11207,0,2
2024-03-14,8,15,1521.11,0,5143,10,3
2024-09-01,6,10,1703.38,0,10809,20,6
2024-10-03,1,13,796.44,0,9838,5,3
2024-05-23,7,10,1154.98,0,12564,10,3
2024-02-11,3,10,1182.55,0,9714,5,6
2024-07-12,1,10,1880.76,0,6758,15,4
2024-08-19,4,19,1449.08,0,14339,20,0
2024-03-03,8,1,720.34,0,11227,0,6
2024-06-10,10,6,1148.01,0,12006,15,0
2024-01-04,9,17,561.87,0,7170,20,3
2024-06-22,1,10,2238.88,0,8722,5,5
2024-10-15,6,9,1818.35,0,13773,15,1
2024-04-14,5,9,2231.81,0,7662,15,6
2024-06-07,1,15,1738.06,0,14880,15,4
2024-04-02,10,12,1892.53,0,9514,5,1
2024-01-20,10,16,1991.29,0,5316,0,5
2024-01-09,10,5,681.46,0,8669,20,1
2024-11-22,10,12,2403.55,0,15753,5,4
2024-07-22,10,17,788.4,0,10693,5,0
2024-11-19,9,17,772.72,0,10169,5,1
2024-05-02,6,3,1908.89,0,9869,5,3
2024-08-20,3,7,1693.8,0,7706,15,1
2024-01-29,1,9,1761.87,0,7597,10,0
2024-09-17,8,8,5769.11,1,12390,0,1
2024-02-17,3,7,1837.64,0,10499,20,5
2024-11-04,10,9,885.13,0,12834,20,0
2024-12-12,2,10,2511.51,0,11051,15,3
2024-04-29,2,14,1727.3,0,11835,5,0
2024-10-06,5,4,1627.53,0,12164,10,6
2024-08-03,9,9,320.16,1,9579,20,5
2024-09-22,2,4,989.23,0,8478,15,6
2024-08-24,7,9,1000.8,0,7080,0,5
2024-11-20,4,20,2351.1,0,8462,15,2
2024-04-01,7,16,562.33,0,13530,20,0
2024-03-26,7,4,1895.7,0,2634,10,1
2024-05-16,1,1,1054.58,0,13985,20,3
2024-10-27,2,9,2268.27,0,8475,20,6
2024-09-26,9,20,1166.23,0,12598,0,3
2024-08-29,2,7,1027.37,0,9237,15,3
2024-10-20,9,16,1748.89,0,9440,5,6
2024-02-17,10,13,451.87,0,13936,15,5
2024-07-19,3,3,626.68,0,10703,10,4
2024-06-02,3,17,983.29,0,11031,10,6
2024-12-28,9,19,2911.8,0,12094,5,5
2024-11-02,10,12,3025.77,0,13946,20,5
2024-07-23,6,19,284.27,0,7028,20,1
2024-08-12,10,11,1623.69,0,11995,5,0
2024-10-27,4,19,1993.83,0,11491,5,6
2024-07-26,9,16,1277.23,0,10647,20,4
2024-04-19,2,16,1652.79,0,11434,15,4
2024-05-06,1,17,670.63,0,7056,10,0
2024-08-05,2,6,1708.6,0,5122,5,0
2024-01-13,3,3,852.85,0,12471,0,5
2024-06-16,2,13,1411.25,0,7487,20,6
2024-09-06,7,1,1735.91,0,9117,20,4
2024-01-22,10,1,1731.08,0,11998,10,0
2024-02-05,9,19,1811.15,0,9416,5,0
2024-07-08,2,9,1864.22,0,9405,20,0
2024-06-21,7,9,810.9,0,9025,10,4
2024-01-15,1,17,594.3,0,8636,20,0
2024-02-09,1,15,1788.72,0,9244,5,4
2024-05-02,9,11,1312.41,0,3815,15,3
2024-11-16,6,18,1627.66,0,11529,5,5
2024-06-23,4,17,2305.2,1,8223,20,6
2024-09-17,4,15,624.48,0,9535,15,1
2024-10-18,8,18,1216.65,0,5489,0,4
2024-03-17,7,10,1750.79,0,12833,5,6
2024-08-12,1,16,1393.93,0,14316,0,0
2024-05-14,2,3,1957.8,0,10380,10,1
2024-09-12,7,18,630.39,0,15503,10,3
2024-11-23,6,11,2856.27,0,13137,20,5
2024-03-15,8,17,1351.89,0,14781,10,4
2024-05-06,7,4,1883.55,0,8942,5,0
2024-04-18,9,11,1346.33,0,12130,5,3
2024-11-23,1,17,973.46,0,9250,5,5
2024-07-24,1,2,656.81,0,5556,5,2
2024-08-29,3,4,947.2,0,10990,10,3
2024-03-18,5,15,490.06,0,8790,15,0
2024-03-22,9,5,1411.59,0,12419,15,4
2024-05-30,10,16,1563.39,0,11153,15,3
2024-01-05,4,4,1750.46,0,1814,5,4
2024-10-13,7,13,1180.64,0,12913,5,6
2024-02-08,3,6,591.28,0,7419,5,3
2024-08-21,5,12,1548.17,0,14165,0,2
2024-08-31,4,1,874.57,0,11449,5,5
2024-10-19,7,12,1031.16,0,9716,5,5
2024-07-16,8,14,1110.69,0,10984,10,1
2024-05-02,6,17,702.33,0,13699,10,3
2024-08-28,6,8,872.92,0,12808,15,2
2024-12-11,1,6,2041.03,0,14751,15,2
2024-04-02,8,5,1011.5,0,7576,10,1
2024-09-14,9,19,2048.61,0,12489,20,5
2024-03-11,3,2,1447.07,0,6624,10,0
2024-05-02,8,12,1304.2,0,12827,5,3
2024-03-13,10,6,1035.01,0,10338,20,2
2024-12-17,5,12,1939.77,0,13403,20,1
2024-12-20,10,4,1244.73,0,5611,10,4
2024-09-23,3,13,1892.12,0,11783,0,0
2024-05-26,6,19,574.11,0,11627,5,6
2024-09-10,7,14,1856.5,0,8026,0,1
2024-08-21,10,14,918.93,0,13572,0,2
2024-01-31,4,13,1274.34,0,7829,15,2
2024-07-20,8,12,1772.17,0,10852,10,5
2024-10-08,8,16,1759.91,0,8656,0,1
2024-06-05,6,2,1140.64,0,8712,20,2
2024-12-03,2,15,841.04,0,8765,20,1
2024-08-03,2,5,1449.62,0,8539,5,5
2024-01-26,9,10,1156.09,0,6360,10,4
2024-01-03,2,19,1189.75,0,4376,15,2
2024-12-16,8,15,1982.91,0,14018,20,0
2024-12-30,10,20,944.24,0,8648,5,0
2024-07-24,9,2,1199.81,0,11543,10,2
2024-01-06,6,2,1415.55,0,9931,5,5
2024-01-26,7,1,1809.3,0,11434,5,4
2024-07-23,3,15,126.45,1,11942,0,1
2024-07-26,6,6,1633.09,0,16882,0,4
2024-02-03,9,10,1450.24,0,9762,15,5
2024-10-18,2,1,0.0,1,6349,5,4
2024-07-19,10,2,394.03,0,7734,20,4
2024-03-31,1,9,2001.57,0,15803,20,6
2024-05-18,10,14,805.49,0,12374,20,5
2024-02-05,2,9,1905.56,0,15176,10,0
2024-12-04,1,17,923.18,0,7352,0,2
2024-06-18,6,14,1349.19,0,15516,20,1
2024-12-25,2,19,1536.73,0,14249,5,2
2024-06-25,10,15,1575.78,0,9472,20,1
2024-05-20,5,19,728.48,0,8210,15,0
2024-06-10,10,5,675.95,0,9009,15,0
2024-09-15,4,10,653.52,0,13594,5,6
2024-10-15,9,6,1218.74,0,8547,15,1
2024-11-13,10,5,767.09,0,12285,20,2
2024-06-01,9,8,645.63,0,11595,5,5
2024-09-11,5,20,1458.23,0,7808,5,2
2024-01-23,5,7,1316.56,0,10217,10,1
2024-03-24,4,7,0.0,1,3518,5,6
2024-10-10,2,18,0.0,1,6163,20,3
2024-06-16,5,18,1477.91,0,11909,20,6
2024-02-26,7,7,3105.2,1,5956,20,0
2024-05-14,8,12,1218.77,0,4588,10,1
2024-04-01,3,17,726.09,0,8323,10,0
2024-10-17,4,2,476.06,0,12377,5,3
2024-09-24,7,16,493.3,0,9121,15,1
2024-04-26,3,9,1252.99,0,12919,20,4
2024-06-11,9,1,1175.04,0,11702,20,1
2024-08-23,3,8,1500.97,0,7819,15,4
2024-08-07,6,4,1000.75,0,7637,10,2
2024-04-22,10,10,1716.72,0,11026,0,0
2024-11-04,9,5,1924.2,0,6462,20,0
2024-07-29,10,3,1769.4,0,8425,0,0
2024-11-21,8,17,1494.25,0,11028,15,3
2024-06-29,3,8,1776.18,0,9171,10,5
2024-02-13,8,1,507.9,0,8603,0,1
2024-04-09,8,14,1152.0,0,10992,0,1
2024-02-08,8,9,1686.14,0,9986,0,3
2024-11-15,7,1,2375.17,0,7542,15,4
2024-05-01,2,12,719.32,0,9400,5,2
2024-09-28,3,14,1611.98,0,8263,15,5
2024-09-10,6,7,1440.78,0,10200,15,1
2024-08-30,4,13,1081.18,0,7239,0,4
2024-03-05,1,17,680.84,0,8470,15,1
2024-08-06,6,2,1218.11,0,12092,15,1
2024-09-01,5,19,1091.55,0,4502,20,6
2024-03-23,7,6,1252.58,0,11440,15,5
2024-01-27,1,11,780.29,0,5489,5,5
2024-01-15,3,14,1448.85,0,10070,10,0
2024-05-05,3,18,1079.82,0,11660,15,6
2024-12-30,5,13,1561.57,0,2714,10,0
2024-02-12,4,7,1914.09,0,11738,15,0
2024-02-17,3,5,1232.59,0,9559,5,5
2024-05-23,10,8,2671.5,1,13484,15,3
2024-11-07,7,3,2096.88,0,2962,10,3
2024-05-26,5,9,2269.66,0,7760,15,6
2024-05-22,4,3,1423.71,0,12415,15,2
2024-02-29,8,18,906.04,0,5551,0,3
2024-01-07,9,8,678.48,0,9725,15,6
2024-12-18,4,7,2424.58,0,11787,10,2
2024-06-04,1,14,1742.65,0,8299,0,1
2024-04-09,1,8,1640.6,0,7589,15,1
2024-09-06,9,14,652.95,0,4449,10,4
2024-09-25,6,14,1233.66,0,9879,0,2
2024-01-06,6,10,1943.88,0,6978,0,5
2024-05-21,2,17,1167.13,0,9827,15,1
2024-10-04,1,17,658.79,0,8412,10,4
2024-02-18,3,7,1998.48,0,11164,15,6
2024-08-23,8,8,1265.8,0,14304,20,4
2024-05-16,6,13,1335.57,0,12657,10,3
2024-03-16,8,7,1741.95,0,5985,20,5
2024-04-18,8,4,1639.03,0,8225,5,3
2024-12-13,5,9,2543.88,0,13800,5,4
2024-06-05,3,14,1469.42,0,14335,5,2
2024-08-17,6,14,355.22,1,5411,5,5
2024-09-17,7,10,1384.53,0,10609,15,1
2024-02-14,2,4,806.84,0,9625,20,2
2024-09-26,2,18,1037.79,0,10747,15,3
2024-03-31,5,18,1396.13,0,13816,0,6
2024-10-07,6,4,1069.68,0,9459,20,0
2024-10-23,1,19,863.15,0,13899,20,2
2024-09-03,4,6,1287.01,0,9488,10,1
2024-12-05,3,16,2135.47,0,8408,10,3
2024-10-15,1,2,78.57,1,7040,15,1
2024-01-07,4,18,1720.12,0,8114,15,6
2024-02-12,2,19,1232.6,0,13921,15,0
2024-06-22,9,17,0.0,1,10981,5,5
2024-04-04,7,2,1561.41,0,12441,15,3
2024-01-18,1,8,1739.38,0,9505,5,3
2024-06-30,1,10,2357.91,0,9979,0,6
2024-11-11,3,5,1413.76,0,8362,0,0
2024-03-03,8,4,1833.52,0,7026,5,6
2024-12-05,9,12,2325.57,0,16579,10,3
2024-11-21,5,6,2515.79,0,9577,20,3
2024-12-15,3,9,1809.78,0,15520,5,6
2024-06-14,1,5,1400.78,0,9107,0,4
2024-12-28,8,16,2914.14,0,2461,20,5
2024-03-01,4,19,1562.81,0,9283,20,4
2024-05-30,2,8,1039.59,0,15956,0,3
2024-09-21,1,9,1926.12,0,10270,0,5
2024-01-16,8,3,1725.05,0,12630,20,1
2024-04-24,4,20,1653.23,0,7170,0,2
2024-09-28,4,14,723.22,0,5945,20,5
2024-01-09,3,2,1369.78,0,8802,10,1
2024-12-04,4,16,1629.01,0,9901,0,2
2024-07-07,9,18,729.75,0,10275,15,6
2024-05-13,7,10,1328.6,0,6716,20,0
2024-07-05,2,14,1577.91,0,5534,10,4
2024-10-26,1,5,1672.08,0,7036,10,5
2024-08-29,1,6,1417.5,0,2697,5,3
2024-05-11,8,6,1693.64,0,8229,5,5
2024-10-29,4,7,1678.38,0,10191,5,1
2024-10-12,9,19,2304.08,0,13159,20,5
2024-06-04,3,11,1352.66,0,12364,20,1
2024-04-04,6,1,1119.04,0,11491,20,3
2024-09-17,1,16,1214.63,0,7451,10,1
2024-03-11,2,13,1194.05,0,11173,10,0
2024-02-26,4,3,1180.67,0,13243,5,0
2024-10-06,6,5,1667.76,0,10896,10,6
2024-12-15,3,2,2047.95,0,12444,10,6
2024-02-15,1,14,1800.78,0,15057,10,3
2024-01-07,4,20,2128.13,0,6047,5,6
2024-04-28,3,7,1811.43,0,14539,5,6
2024-08-13,10,8,552.01,0,8482,15,1
2024-06-04,3,9,978.16,0,7812,0,1
2024-05-15,7,19,1571.84,0,8412,10,2
2024-08-12,6,2,1201.45,0,8691,0,0
2024-02-04,9,6,1549.9,0,10556,0,6
2024-03-11,1,8,1795.1,0,5575,20,0
2024-05-04,4,10,211.31,1,12107,20,5
2024-10-07,6,1,1378.68,0,11700,0,0
2024-11-24,5,10,1945.84,0,7087,20,6
2024-01-11,1,11,542.71,0,11376,10,3
2024-04-26,3,18,1028.99,0,10399,20,4
2024-09-02,3,17,731.02,0,11770,10,0
2024-01-05,1,16,1334.25,0,5221,5,4
2024-03-01,8,7,1462.77,0,6467,0,4
2024-03-31,5,17,2294.38,0,8527,15,6
2024-09-18,1,1,1092.8,0,6367,0,2
2024-02-23,5,15,547.72,0,7461,15,4
2024-10-01,7,9,992.04,0,8940,0,1
2024-01-19,3,16,1762.51,0,10806,20,4
2024-07-18,8,6,1604.74,0,13439,10,3
2024-10-16,6,2,1324.96,0,10520,15,2
2024-03-18,10,11,1445.14,0,9309,10,0
2024-07-11,3,17,640.06,0,9493,10,3
2024-08-03,8,8,1388.3,0,13317,0,5
2024-05-15,4,7,1782.56,0,7660,5,2
2024-12-18,3,13,2603.44,0,9584,5,2
2024-08-08,9,1,939.01,0,7794,10,3
2024-07-04,10,19,1307.57,0,10141,15,3
2024-04-06,9,20,1474.7,0,8255,15,5
2024-05-19,4,14,959.32,0,12481,5,6
2024-05-28,8,9,1407.7,0,9617,5,1
2024-08-17,2,18,1344.78,0,5488,10,5
2024-10-18,9,8,635.28,0,8926,0,4
2024-08-24,8,17,1667.43,0,8111,0,5
2024-06-28,6,4,1080.29,0,10641,0,4
2024-12-03,8,12,1819.34,0,3294,0,1
2024-11-29,8,10,673.35,0,11782,20,4
2024-05-20,8,3,1607.07,0,14129,10,0
2024-05-03,7,10,1150.36,0,12470,20,4
2024-01-27,9,12,2377.28,0,12292,20,5
2024-06-01,10,2,872.03,0,12245,10,5
2024-04-22,2,3,2142.13,0,10648,20,0
2024-04-11,10,20,676.27,0,8814,5,3
2024-09-05,9,12,1835.0,0,6363,15,3
2024-04-20,10,7,1179.37,0,7897,5,5
2024-12-12,6,20,802.57,0,12172,0,3
2024-07-30,7,11,1278.46,0,10555,10,1
2024-06-07,6,1,1275.77,0,18611,5,4
2024-05-07,3,15,840.95,0,10192,20,1
2024-03-17,8,14,1331.12,0,12486,5,6
2024-05-08,6,9,1618.98,0,12892,10,2
2024-05-06,9,18,628.76,0,13717,15,0
2024-12-21,1,3,3120.78,0,12806,10,5
2024-09-01,1,8,2084.74,0,15531,0,6
2024-04-16,4,14,737.07,0,9105,15,1
2024-05-25,8,12,1482.27,0,10398,5,5
2024-05-10,2,6,2022.21,0,10385,20,4
2024-08-04,9,15,1622.29,0,6504,10,6
2024-02-19,5,12,1511.58,0,13717,5,0
2024-11-04,10,7,1329.51,0,7945,20,0
2024-09-21,9,17,840.81,0,8231,20,5
2024-05-27,5,4,1442.09,0,7091,10,0
2024-10-24,5,20,1630.15,0,12920,5,3
2024-10-06,4,7,2021.71,0,15754,20,6
2024-02-11,1,5,1459.77,0,17399,10,6
2024-08-27,2,8,1162.76,0,12271,0,1
2024-07-18,10,14,823.29,0,6781,20,3
2024-05-24,8,18,1273.26,0,7335,15,4
2024-08-07,3,13,1947.76,0,10223,0,2
2024-06-25,2,11,943.99,0,9512,5,1
2024-01-29,8,5,1239.56,0,12455,0,0
2024-06-19,3,10,1054.41,0,9360,5,2
2024-12-09,5,17,2617.36,0,14232,20,0
2024-03-05,4,2,629.15,0,12140,5,1
2024-02-16,9,19,890.19,1,9255,15,4
2024-03-19,7,7,1015.39,0,11020,5,1
2024-06-02,1,12,1810.51,0,10362,20,6
2024-01-06,3,2,1683.03,0,5069,0,5
2024-04-06,2,10,2230.03,0,10041,5,5
2024-06-13,3,8,1404.55,0,5351,0,3
2024-07-27,2,3,0.0,1,8245,20,5
2024-10-27,9,16,0.0,1,10273,5,6
2024-06-01,1,7,1705.39,0,10183,5,5
2024-10-18,5,18,1151.44,0,9658,10,4
2024-03-21,9,3,1052.82,0,10085,20,3
2024-07-13,3,16,2071.95,0,3179,10,5
2024-07-19,7,17,1628.98,1,8736,15,4
2024-06-06,10,6,1092.14,0,8400,15,3
2024-07-26,9,15,1439.74,0,10329,0,4
2024-04-10,2,16,1696.12,0,13508,5,2
2024-08-08,5,1,424.39,0,10595,15,3
2024-01-11,10,5,732.59,0,9219,20,3
2024-09-25,8,17,1071.14,0,11348,5,2
2024-01-10,7,13,1137.2,0,8439,20,2
2024-01-14,2,1,2116.63,0,9684,15,6
2024-03-22,7,19,1518.93,0,11198,20,4
2024-09-04,8,1,486.58,0,4436,5,2
2024-06-29,3,18,1172.51,0,4359,5,5
2024-05-05,7,2,1656.25,0,9595,20,6
2024-08-27,3,7,1461.77,0,6640,5,1
2024-04-16,6,6,1831.16,0,10635,10,1
2024-07-30,4,11,0.0,1,12814,10,1
2024-03-15,1,7,1285.15,0,10144,0,4
2024-01-23,7,6,1120.65,0,7872,20,1
2024-01-16,4,7,1888.63,0,11665,10,1
2024-09-29,8,15,1691.03,0,14865,5,6
2024-08-13,9,16,1429.16,0,13761,10,1
2024-05-30,9,18,554.1,0,5305,5,3
2024-02-21,7,17,742.15,0,14863,10,2
2024-07-07,5,1,736.75,0,8628,10,6
2024-02-17,3,17,834.02,0,10732,15,5
2024-07-28,4,6,592.99,1,10294,20,6
2024-02-10,7,9,1174.75,0,11994,20,5
2024-12-08,9,8,909.83,0,10169,15,6
2024-07-04,5,12,1519.01,0,10321,10,3
2024-10-22,8,17,1168.57,0,10961,10,1
2024-08-06,8,14,1088.51,0,12722,20,1
2024-02-07,4,15,605.9,0,9958,0,2
2024-12-07,6,17,490.38,1,13924,5,5
2024-05-20,1,18,1183.71,0,9787,15,0
2024-07-02,3,16,1658.69,0,9315,5,1
2024-08-09,6,2,1019.05,0,9419,5,4
2024-11-12,7,5,2338.9,0,15090,10,1
2024-03-16,7,11,1586.23,0,10025,15,5
2024-01-12,3,20,1098.28,0,10106,20,4
2024-03-09,2,11,977.03,0,13226,20,5
2024-09-22,7,17,632.52,0,11600,20,6
2024-11-16,1,12,1955.5,0,13137,5,5
2024-07-10,2,18,976.45,0,16198,10,2
2024-08-19,5,12,1438.52,0,10970,15,0
2024-01-26,5,17,1920.89,0,10018,5,4
2024-12-10,10,4,1401.65,0,8858,15,1
2024-12-14,4,20,2731.27,0,8222,0,5
2024-03-30,4,10,655.85,0,15388,15,5
2024-05-18,2,15,805.0,0,8006,0,5
2024-08-11,5,12,1565.12,0,13818,0,6
2024-01-10,6,19,515.04,0,11491,10,2
2024-04-08,9,10,1124.32,0,6605,20,0
2024-04-26,8,20,815.71,0,8285,0,4
2024-10-07,7,1,1760.65,0,15916,10,0
2024-02-11,10,20,963.92,0,12137,10,6
2024-06-10,6,5,0.0,1,8569,10,0
2024-03-22,1,3,1848.66,0,13600,5,4
